periodo_denuncia,anio_denuncia,Fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,193,Apropiación de prenda,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,S/Art,APROPIACIÓN ILÍCITA,46,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,CONTRA EL PATRIMONIO (Sin especificar delito subgenérico),S/Art,CONTRA EL PATRIMONIO,92,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,121,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,37,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,S/Art,DAÑOS,272,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,105,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,7,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,S/Art,ESTAFA Y OTRAS DEFRAUDACIONES,5,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,13,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,S/Art,EXTORSIÓN,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,209,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,456,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,S/Art,HURTO,671,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,33,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,S/Art,RECEPTACIÓN,15,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,20,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,119,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,S/Art,ROBO,44,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,99,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,26,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,S/Art,USURPACIÓN,130,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,73,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",65,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,379,Requerimiento indebido de la fuerza pública (abuso de autoridad),1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),7,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),12,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,386,"Responsabilidad de peritos, árbitros y contadores particulares (concusión)",1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),22,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),8,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,391,Rehusamiento a entrega de bienes depositados o puestos en custodia,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),22,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,S/Art,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICO,81,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,20,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,362,Ostentación de distintivos de función o cargos que no ejerce,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,363,Ejercicio ilegal de profesión,6,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,10,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,169,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,369,Violencia contra autoridades elegidas,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,371,Negativa a colaborar con la administración de justicia,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,372,Atentado contra documentos que sirven de prueba en el proceso,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",30,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-B,Ingreso indebido de materiales o componentes con fines de elaboración de equipos de comunicación en centros de detención o reclusión,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,S/Art,DELITOS COMETIDOS POR PARTICULARES,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,402,Denuncia calumniosa,9,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,404,Encubrimiento personal,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,407,Omisión de denuncia,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,408,Fuga del lugar del accidente de tránsito,20,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409,Falsedad en juicio,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,411,Falsa declaración en procedimiento administrativo,11,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,416,Fraude procesal,12,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,417,Ejercicio arbitrario de derecho. Justicia por propia mano,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,423,Negativa al cumplimiento de obligaciones de notario y auxiliares jurisdiccionales,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-A,Obstrucción de la justicia,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,S/Art,DELITOS CONTRA LA ADMINISTRACIÓN DE JUSTICIA,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION PUBLICA (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA ADMINISTRACIÓN PUBLICA,106,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,LIBRAMIENTO Y COBRO INDEBIDO,S/Art,LIBRAMIENTO Y COBRO INDEBIDO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,USURA,214,Usura,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,147,Sustracción de menor,106,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,148,Inducción a la fuga de menor,66,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,AMAZONAS,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,S/Art,ATENTADOS CONTRA LA PATRIA POTESTAD,8,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
